         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10085, 23.6048, -42.29, -2.61029, 9.9406, 24.106, 1.76859, 23.6131, -42.2379, 0.4846
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10086, -31.6069, 29.706, 1.24271, -38.9789, 86.1546, 1.06021, -31.5914, 29.7805, 1.22262
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10087, 4.7898, -4.4735, -1.05989, 60.4979, -70.783, 0.438654, 4.76534, -4.48265, 1.97718
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10088, 5.5481, -4.9734, 0.134807, -70.0215, -96.4198, 3.37059, 5.64017, -4.93967, 0.208647
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10089, -24.0712, -11.9419, -0.891693, 7.2764, -13.3175, 0.287018, -24.0877, -11.8839, 2.0954
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10090, 12.2127, -31.5327, 0.559407, 79.0423, -22.8685, 1.7043, 12.2092, -31.5463, 0.455131
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10091, -14.7503, 38.894, -0.195793, 3.6657, 51.0961, 2.60613, -14.7513, 38.8955, 2.95754
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10092, -37.4237, -9.9922, 1.69961, -77.7362, 20.6483, 4.69362, -37.4205, -9.93412, 1.77528
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10093, -0.7672, -33.5162, 0.775607, -4.5966, 0.005, 0.471789, -0.772934, -33.5689, 0.669931
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10094, -31.1982, 39.0146, 2.35221, 79.8849, 6.9767, 4.04897, -31.2039, 39.0672, 2.46102
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10095, 34.2583, 31.9934, 1.68761, 56.7331, 87.677, 4.87203, 34.2669, 31.8874, 1.60486
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10096, -44.1115, 44.475, -2.83249, -72.5921, 84.0614, 4.184, -44.1066, 44.4788, 0.177301
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10097, 27.4653, -47.0136, -3.00189, -24.3442, 55.8037, 0.563147, 27.4729, -47.0129, 0.0950211
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10098, -15.5047, -7.4791, -2.37049, -59.6114, -22.4237, 3.73292, -15.481, -7.42519, 0.650316
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10099, -8.3435, 17.2886, 2.67411, -81.3911, 94.2737, 3.30755, -8.33572, 17.2096, 2.52694
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10100, 25.6274, 28.7854, 0.744207, -78.8785, -62.8353, 0.871957, 25.6343, 28.8248, 0.817442
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10101, -4.1828, -31.0807, 2.12041, 94.3357, 53.6489, 4.95551, -4.18173, -31.0499, 2.11448
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10102, -1.4344, 13.0078, 2.71881, 58.8951, 97.2151, 2.07337, -1.40206, 12.9437, 2.70483
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10103, 27.2112, 36.1764, -2.34309, 73.5218, -39.1136, 3.10279, 27.2107, 36.1878, 0.787729
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10104, 9.6867, -11.2325, 1.65881, -9.7146, -95.6462, 0.359423, 9.68714, -11.2066, 1.65168
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10105, 6.9897, 49.8269, 1.62701, 31.6049, 96.2009, 4.17915, 6.98928, 49.912, 1.5752
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10106, -32.8362, 31.0624, -1.43909, 16.025, -29.0676, 0.172156, -32.8371, 31.0263, 1.86587
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10107, 39.2459, 29.5808, 0.658307, 5.9501, 48.5459, 0.415907, 39.2456, 29.6192, 0.760418
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10108, -0.6053, -38.3684, -0.276893, -35.0911, -66.7207, 1.59174, -0.605551, -38.3275, 2.7095
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10109, -44.9521, -9.3401, 1.65291, 21.2531, -19.7872, 3.01411, -44.9415, -9.37185, 1.6513
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10110, 9.9256, -22.7171, -0.368593, -20.4491, 18.2941, 3.35215, 9.92925, -22.7341, 2.8418
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10111, -41.6515, 35.9876, 0.579307, 16.3526, -78.8409, 1.66146, -41.6576, 35.9451, 0.46729
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10112, -13.9175, 16.932, 3.05381, 47.025, 79.9008, 1.78862, -13.9225, 16.9622, 2.99184
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10113, 46.5691, 31.4992, -1.41539, -85.3087, 8.9713, 1.28583, 46.5656, 31.447, 1.84018
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10114, -44.1225, 21.3222, 0.828607, 75.2948, 60.8352, 4.10317, -44.1201, 21.3815, 0.947972
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10115, 7.8124, -16.4578, -2.62139, -91.1003, 55.1257, 3.67992, 7.80672, -16.5073, 0.591258
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10116, -5.1226, 23.0785, 1.67131, 29.0319, -10.7453, 1.07704, -5.11929, 22.9591, 1.67206
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10117, 3.1905, -31.4106, -3.07559, -1.2071, 50.1941, 3.34748, 3.18852, -31.4104, 0.0792015
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10118, 35.5677, 48.357, -0.976593, -10.1, -84.9671, 3.30966, 35.5658, 48.4453, 2.09518
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10119, 42.4253, -34.0732, 2.08431, 81.5066, 89.2401, 1.66299, 42.4253, -34.0912, 2.04115
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10120, -32.1089, -10.5232, 1.35271, 93.9231, 34.7041, 4.89196, -32.1034, -10.5221, 1.24349
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10121, -18.296, -43.6188, 2.86691, -26.1275, -86.982, 0.69373, -18.2947, -43.6197, 2.93363
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10122, -35.4564, 31.2741, -1.75479, -30.6804, -28.2378, 2.90119, -35.4561, 31.2379, 1.42329
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10123, 35.6406, 37.1299, -2.10449, -88.2819, -46.1437, 4.78135, 35.6422, 37.2686, 0.967676
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10124, -12.135, 6.7649, 1.47821, 29.4892, -59.11, 0.807327, -12.1411, 6.90098, 1.48226
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10125, -34.9547, 48.4489, -0.350293, 7.511, -26.8402, 4.81807, -34.955, 48.4558, 2.74091
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10126, 14.806, 30.0813, -1.79249, -8.1341, 48.8738, 1.61592, 14.7992, 30.0205, 1.48504
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10127, 16.5718, 43.3435, 0.102507, 16.0393, 19.3505, 4.26502, 16.569, 43.3512, 0.112988
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10128, 41.9024, 22.0555, 0.892407, -34.5881, -43.2872, 1.07044, 41.8922, 21.962, 0.868097
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10129, 48.2653, -14.5862, 2.81321, -97.9254, 57.1447, 0.710905, 47.7197, -15.4896, 3.0319
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10130, 17.0031, 17.8373, -2.20959, 95.4977, 92.9489, 4.83053, 16.9922, 17.7085, 0.92618
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10131, 26.3939, -43.9352, -1.46749, 97.5863, -38.1262, 1.90467, 26.3893, -43.8827, 1.83847
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10132, 0.0236, -39.5869, 2.96601, -56.5331, 30.6497, 3.20434, 0.0208693, -39.6201, 2.77578
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10133, -15.4545, -14.9839, -2.82309, -75.3079, 47.6191, 4.86096, -15.4505, -14.9851, 0.45174
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
10134, -4.2339, -23.3519, 0.539507, -77.5344, -28.1493, 3.22901, -4.23584, -23.4083, 0.57979
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
