         , Xa,Ya, YAWa, Vx, Vy, Vyaw, wR, wL, CTRLA, CTRLB, Xb, Yb, YAWb, Vx, Vy, Vyaw, wR2, wL2
3279, -54.2174, -10.7016, -149.891, -0.611372, -0.385531, 0.0856043, 0.0841592, 0.0836109, -0.0809, -0.0224, -54.5276, -10.8956, -147.421, -0.62192, -0.388402, 0.0750708, 0.076144, 0.0761613
3280, -54.5276, -10.8956, -147.421, -0.62192, -0.388402, 0.0750708, 0.076144, 0.0761613, 0.1465, 0.3658, -54.8326, -11.0872, -146.017, -0.589935, -0.373827, 0.0199143, 0.0214035, 0.021118
3281, -54.8326, -11.0872, -146.017, -0.589935, -0.373827, 0.0199143, 0.0214035, 0.021118, -0.2296, -0.0948, -55.1267, -11.2756, -146.033, -0.601071, -0.388834, -0.0172858, -0.016233, -0.0163466
3282, -55.1267, -11.2756, -146.033, -0.601071, -0.388834, -0.0172858, -0.016233, -0.0163466, -0.2025, -0.2208, -55.4335, -11.4752, -146.585, -0.628314, -0.410428, -0.0167168, -0.016502, -0.016502
3283, -55.4335, -11.4752, -146.585, -0.628314, -0.410428, -0.0167168, -0.016502, -0.016502, 0.3574, -0.3607, -55.7519, -11.6836, -145.367, -0.634136, -0.416804, 0.117946, 0.118928, 0.119793
3284, -55.7519, -11.6836, -145.367, -0.634136, -0.416804, 0.117946, 0.118928, 0.119793, -0.202, -0.4747, -56.0775, -11.9018, -140.917, -0.674162, -0.464561, 0.177767, 0.185082, 0.187407
3285, -56.0775, -11.9018, -140.917, -0.674162, -0.464561, 0.177767, 0.185082, 0.187407, -0.2357, -0.1261, -56.417, -12.1453, -136.239, -0.683733, -0.51328, 0.139074, 0.151029, 0.1513
3286, -56.417, -12.1453, -136.239, -0.683733, -0.51328, 0.139074, 0.151029, 0.1513, 0.1249, -0.0813, -56.7537, -12.4104, -132.249, -0.655238, -0.540352, 0.148135, 0.15944, 0.162455
3287, -56.7537, -12.4104, -132.249, -0.655238, -0.540352, 0.148135, 0.15944, 0.162455, 0.2297, -0.0381, -57.0721, -12.6872, -127.546, -0.61238, -0.561589, 0.180612, 0.191654, 0.196228
3288, -57.0721, -12.6872, -127.546, -0.61238, -0.561589, 0.180612, 0.191654, 0.196228, -0.3413, 0.3969, -57.366, -12.9732, -124.233, -0.567601, -0.588204, 0.0265837, 0.0416957, 0.0352805
3289, -57.366, -12.9732, -124.233, -0.567601, -0.588204, 0.0265837, 0.0416957, 0.0352805, 0.2513, -0.0058, -57.6369, -13.2681, -123.725, -0.518288, -0.590404, 0.0379218, 0.0457721, 0.0477955
3290, -57.6369, -13.2681, -123.725, -0.518288, -0.590404, 0.0379218, 0.0457721, 0.0477955, -0.039, -0.0023, -57.8889, -13.5681, -122.553, -0.489183, -0.606855, 0.0352429, 0.043674, 0.0436852
3291, -57.8889, -13.5681, -122.553, -0.489183, -0.606855, 0.0352429, 0.043674, 0.0436852, 0.0341, -0.201, -58.1297, -13.8791, -121.129, -0.475165, -0.637789, 0.0709022, 0.0779467, 0.079657
3292, -58.1297, -13.8791, -121.129, -0.475165, -0.637789, 0.0709022, 0.0779467, 0.079657, 0.4896, -0.2244, -58.3589, -14.1976, -117.408, -0.440298, -0.635985, 0.199031, 0.204536, 0.211453
3293, -58.3589, -14.1976, -117.408, -0.440298, -0.635985, 0.199031, 0.204536, 0.211453, -0.1957, -0.222, -58.572, -14.5241, -111.408, -0.412755, -0.677577, 0.199641, 0.21427, 0.216626
3294, -58.572, -14.5241, -111.408, -0.412755, -0.677577, 0.199641, 0.21427, 0.216626, -0.188, -0.3585, -58.7708, -14.8802, -105.768, -0.379575, -0.745203, 0.198011, 0.215619, 0.219944
3295, -58.7708, -14.8802, -105.768, -0.379575, -0.745203, 0.198011, 0.215619, 0.219944, -0.4969, -0.4889, -58.9512, -15.2773, -100.435, -0.340861, -0.849872, 0.170172, 0.195122, 0.19731
3296, -58.9512, -15.2773, -100.435, -0.340861, -0.849872, 0.170172, 0.195122, 0.19731, -0.1518, -0.3939, -59.1079, -15.7208, -95.4502, -0.28403, -0.920016, 0.184944, 0.208742, 0.214756
3297, -59.1079, -15.7208, -95.4502, -0.28403, -0.920016, 0.184944, 0.208742, 0.214756, 0.3303, -0.4385, -59.2324, -16.189, -88.6125, -0.210998, -0.942398, 0.30364, 0.323385, 0.341293
3298, -59.2324, -16.189, -88.6125, -0.210998, -0.942398, 0.30364, 0.323385, 0.341293, -0.1385, -0.189, -59.315, -16.6665, -79.7567, -0.115497, -0.966751, 0.293685, 0.326122, 0.333458
3299, -59.315, -16.6665, -79.7567, -0.115497, -0.966751, 0.293685, 0.326122, 0.333458, 0.0477, -0.4996, -59.3449, -17.1536, -70.787, -0.000243412, -0.983904, 0.346031, 0.378585, 0.399893
3300, -59.3449, -17.1536, -70.787, -0.000243412, -0.983904, 0.346031, 0.378585, 0.399893, -0.3783, -0.053, -59.3132, -17.6446, -61.9272, 0.12735, -0.975418, 0.250056, 0.296005, 0.29454
3301, -59.3132, -17.6446, -61.9272, 0.12735, -0.975418, 0.250056, 0.296005, 0.29454, -0.1031, -0.0211, -59.2197, -18.1235, -55.9021, 0.240234, -0.932205, 0.17911, 0.215275, 0.217548
3302, -59.2197, -18.1235, -55.9021, 0.240234, -0.932205, 0.17911, 0.215275, 0.217548, 0.1995, 0.123, -59.0792, -18.5707, -51.1283, 0.315868, -0.852626, 0.159531, 0.183473, 0.188251
3303, -59.0792, -18.5707, -51.1283, 0.315868, -0.852626, 0.159531, 0.183473, 0.188251, 0.0168, 0.194, -58.9069, -18.976, -47.2931, 0.373716, -0.773041, 0.103162, 0.12604, 0.124871
3304, -58.9069, -18.976, -47.2931, 0.373716, -0.773041, 0.103162, 0.12604, 0.124871, 0.4443, -0.1892, -58.7091, -19.3436, -43.34, 0.414184, -0.697115, 0.193593, 0.206624, 0.219249
3305, -58.7091, -19.3436, -43.34, 0.414184, -0.697115, 0.193593, 0.206624, 0.219249, 0.4563, -0.1114, -58.4938, -19.673, -36.324, 0.442893, -0.616883, 0.290817, 0.301669, 0.315744
3306, -58.4938, -19.673, -36.324, 0.442893, -0.616883, 0.290817, 0.301669, 0.315744, 0.0834, 0.2563, -58.2672, -19.9593, -28.5245, 0.463415, -0.528777, 0.233903, 0.24946, 0.250703
3307, -58.2672, -19.9593, -28.5245, 0.463415, -0.528777, 0.233903, 0.24946, 0.250703, 0.3828, -0.076, -58.0336, -20.201, -21.5507, 0.471411, -0.439369, 0.270597, 0.279428, 0.291479
3308, -58.0336, -20.201, -21.5507, 0.471411, -0.439369, 0.270597, 0.279428, 0.291479, -0.4515, -0.0257, -57.7851, -20.4031, -14.977, 0.528877, -0.37151, 0.165772, 0.187738, 0.183928
3309, -57.7851, -20.4031, -14.977, 0.528877, -0.37151, 0.165772, 0.187738, 0.183928, 0.4248, 0.3277, -57.5242, -20.5688, -10.8576, 0.49579, -0.28952, 0.137582, 0.143872, 0.146921
3310, -57.5242, -20.5688, -10.8576, 0.49579, -0.28952, 0.137582, 0.143872, 0.146921, 0.1509, 0.497, -57.2895, -20.6951, -7.95101, 0.44343, -0.21856, 0.0551116, 0.0615652, 0.0585636
3311, -57.2895, -20.6951, -7.95101, 0.44343, -0.21856, 0.0551116, 0.0615652, 0.0585636, 0.3583, 0.3791, -57.0846, -20.7895, -6.92212, 0.377868, -0.161989, 0.0274003, 0.0298155, 0.0298561
3312, -57.0846, -20.7895, -6.92212, 0.377868, -0.161989, 0.0274003, 0.0298155, 0.0298561, 0.4582, 0.4319, -56.9156, -20.8588, -6.17117, 0.294721, -0.117077, 0.0264512, 0.0270175, 0.0273191
3313, -56.9156, -20.8588, -6.17117, 0.294721, -0.117077, 0.0264512, 0.0270175, 0.0273191, 0.4313, 0.1142, -56.7828, -20.909, -4.72843, 0.238501, -0.0852224, 0.0810033, 0.0807958, 0.0825165
3314, -56.7828, -20.909, -4.72843, 0.238501, -0.0852224, 0.0810033, 0.0807958, 0.0825165, -0.2375, 0.2724, -56.6685, -20.9458, -3.44535, 0.228036, -0.0637544, -0.0125937, -0.0106811, -0.0123043
3315, -56.6685, -20.9458, -3.44535, 0.228036, -0.0637544, -0.0125937, -0.0106811, -0.0123043, -0.1164, 0.2655, -56.558, -20.9736, -5.17393, 0.21359, -0.048557, -0.101497, -0.100505, -0.101355
3316, -56.558, -20.9736, -5.17393, 0.21359, -0.048557, -0.101497, -0.100505, -0.101355, 0.3909, -0.0641, -56.4569, -20.9952, -7.18881, 0.185023, -0.0379634, -0.0172468, -0.0172632, -0.0169256
3317, -56.4569, -20.9952, -7.18881, 0.185023, -0.0379634, -0.0172468, -0.0172632, -0.0169256, -0.311, 0.3028, -56.366, -21.0129, -8.56758, 0.182959, -0.0338356, -0.107435, -0.107293, -0.10745
3318, -56.366, -21.0129, -8.56758, 0.182959, -0.0338356, -0.107435, -0.107293, -0.10745, -0.2778, 0.3534, -56.2769, -21.0292, -13.4481, 0.175976, -0.0328028, -0.22997, -0.230624, -0.229811
3319, -56.2769, -21.0292, -13.4481, 0.175976, -0.0328028, -0.22997, -0.230624, -0.229811, -0.1938, -0.1082, -56.1851, -21.0481, -20.3116, 0.194127, -0.0449387, -0.232983, -0.234233, -0.233628
3320, -56.1851, -21.0481, -20.3116, 0.194127, -0.0449387, -0.232983, -0.234233, -0.233628, 0.0978, 0.2688, -56.0916, -21.0718, -26.8828, 0.168818, -0.0453284, -0.228275, -0.229062, -0.228128
3321, -56.0916, -21.0718, -26.8828, 0.168818, -0.0453284, -0.228275, -0.229062, -0.228128, 0.258, 0.2093, -56.0178, -21.0923, -32.9144, 0.126032, -0.0360044, -0.18771, -0.187795, -0.187413
3322, -56.0178, -21.0923, -32.9144, 0.126032, -0.0360044, -0.18771, -0.187795, -0.187413, -0.1063, -0.4677, -55.9527, -21.1159, -36.944, 0.148591, -0.0684239, -0.0877426, -0.0886371, -0.0892461
3323, -55.9527, -21.1159, -36.944, 0.148591, -0.0684239, -0.0877426, -0.0886371, -0.0892461, 0.2268, -0.2718, -55.8764, -21.1553, -37.7231, 0.15028, -0.0835113, 0.0334731, 0.0332972, 0.0324154
3324, -55.8764, -21.1553, -37.7231, 0.15028, -0.0835113, 0.0334731, 0.0332972, 0.0324154, 0.0918, -0.4236, -55.7963, -21.2032, -35.154, 0.170323, -0.106757, 0.142836, 0.142709, 0.142247
3325, -55.7963, -21.2032, -35.154, 0.170323, -0.106757, 0.142836, 0.142709, 0.142247, 0.0159, -0.3811, -55.7042, -21.2617, -29.9779, 0.202243, -0.12768, 0.212709, 0.212975, 0.213665
3326, -55.7042, -21.2617, -29.9779, 0.202243, -0.12768, 0.212709, 0.212975, 0.213665, -0.498, 0.0892, -55.5949, -21.3282, -25.3429, 0.238149, -0.138882, 0.0859989, 0.0874207, 0.086673
3327, -55.5949, -21.3282, -25.3429, 0.238149, -0.138882, 0.0859989, 0.0874207, 0.086673, -0.2985, -0.4401, -55.4601, -21.4026, -23.3813, 0.301841, -0.158221, 0.0726931, 0.0741466, 0.0744969
3328, -55.4601, -21.4026, -23.3813, 0.301841, -0.158221, 0.0726931, 0.0741466, 0.0744969, -0.149, 0.1527, -55.302, -21.4822, -22.0257, 0.319955, -0.155959, 0.0109959, 0.012252, 0.0117765
3329, -55.302, -21.4822, -22.0257, 0.319955, -0.155959, 0.0109959, 0.012252, 0.0117765, -0.1242, 0.1344, -55.1417, -21.5583, -22.6406, 0.323383, -0.149784, -0.0506707, -0.0500588, -0.0503173
3330, -55.1417, -21.5583, -22.6406, 0.323383, -0.149784, -0.0506707, -0.0500588, -0.0503173, -0.2952, -0.412, -54.9697, -21.6367, -23.9696, 0.374784, -0.169216, -0.0316317, -0.0314445, -0.0314296
3331, -54.9697, -21.6367, -23.9696, 0.374784, -0.169216, -0.0316317, -0.0314445, -0.0314296, 0.4668, -0.0868, -54.7828, -21.7209, -23.4145, 0.356905, -0.160555, 0.0796586, 0.0797305, 0.0799225
3332, -54.7828, -21.7209, -23.4145, 0.356905, -0.160555, 0.0796586, 0.0797305, 0.0799225, 0.3229, 0.0522, -54.6111, -21.7974, -20.1393, 0.327687, -0.143686, 0.138757, 0.139077, 0.139721
3333, -54.6111, -21.7974, -20.1393, 0.327687, -0.143686, 0.138757, 0.139077, 0.139721, 0.2225, 0.4959, -54.4617, -21.8618, -16.8525, 0.270204, -0.114276, 0.0766947, 0.0771383, 0.076743
3334, -54.4617, -21.8618, -16.8525, 0.270204, -0.114276, 0.0766947, 0.0771383, 0.076743, -0.4413, 0.124, -54.3272, -21.916, -16.4207, 0.281919, -0.107074, -0.0510157, -0.0498033, -0.050556
3335, -54.3272, -21.916, -16.4207, 0.281919, -0.107074, -0.0510157, -0.0498033, -0.050556, -0.383, -0.3724, -54.1708, -21.9727, -18.3669, 0.345803, -0.121667, -0.0679846, -0.0677702, -0.0677869
3336, -54.1708, -21.9727, -18.3669, 0.345803, -0.121667, -0.0679846, -0.0677702, -0.0677869, 0.0341, -0.1563, -53.9893, -22.0362, -19.7241, 0.370497, -0.129801, -0.0222288, -0.0224407, -0.0224941
3337, -53.9893, -22.0362, -19.7241, 0.370497, -0.129801, -0.0222288, -0.0224407, -0.0224941, -0.0159, 0.2204, -53.8066, -22.1005, -20.6454, 0.358062, -0.126978, -0.0536231, -0.0540566, -0.0538725
3338, -53.8066, -22.1005, -20.6454, 0.358062, -0.126978, -0.0536231, -0.0540566, -0.0538725, -0.4096, 0.1941, -53.6268, -22.1654, -23.6661, 0.367577, -0.136056, -0.16456, -0.166882, -0.165349
3339, -53.6268, -22.1654, -23.6661, 0.367577, -0.136056, -0.16456, -0.166882, -0.165349, 0.0085, -0.3142, -53.4378, -22.2388, -27.8588, 0.387025, -0.15862, -0.102878, -0.105218, -0.105836
3340, -53.4378, -22.2388, -27.8588, 0.387025, -0.15862, -0.102878, -0.105218, -0.105836, -0.4564, 0.4361, -53.243, -22.3232, -32.2505, 0.386718, -0.177104, -0.234989, -0.240282, -0.235729
3341, -53.243, -22.3232, -32.2505, 0.386718, -0.177104, -0.234989, -0.240282, -0.235729, -0.2107, -0.3337, -53.0453, -22.422, -39.0347, 0.409499, -0.224801, -0.209824, -0.216375, -0.215766
3342, -53.0453, -22.422, -39.0347, 0.409499, -0.224801, -0.209824, -0.216375, -0.215766, 0.1613, 0.0392, -52.8455, -22.5403, -44.1148, 0.382736, -0.242694, -0.146764, -0.151273, -0.151086
3343, -52.8455, -22.5403, -44.1148, 0.382736, -0.242694, -0.146764, -0.151273, -0.151086, 0.1968, 0.3504, -52.6668, -22.6603, -48.1741, 0.326897, -0.23082, -0.144636, -0.148178, -0.146367
3344, -52.6668, -22.6603, -48.1741, 0.326897, -0.23082, -0.144636, -0.148178, -0.146367, -0.4281, 0.4479, -52.512, -22.7779, -54.1093, 0.296602, -0.245091, -0.286494, -0.294891, -0.286592
3345, -52.512, -22.7779, -54.1093, 0.296602, -0.245091, -0.286494, -0.294891, -0.286592, -0.0071, 0.3069, -52.3748, -22.9, -63.2183, 0.251454, -0.242855, -0.331683, -0.337914, -0.332515
3346, -52.3748, -22.9, -63.2183, 0.251454, -0.242855, -0.331683, -0.337914, -0.332515, -0.0018, -0.4134, -52.2568, -23.0303, -71.2771, 0.222504, -0.284345, -0.213262, -0.219257, -0.220785
3347, -52.2568, -23.0303, -71.2771, 0.222504, -0.284345, -0.213262, -0.219257, -0.220785, 0.3835, 0.4759, -52.1582, -23.1657, -76.6385, 0.167719, -0.237469, -0.176689, -0.178216, -0.176289
3348, -52.1582, -23.1657, -76.6385, 0.167719, -0.237469, -0.176689, -0.178216, -0.176289, -0.1104, -0.1407, -52.0838, -23.2844, -81.279, 0.133711, -0.252663, -0.144972, -0.148832, -0.148051
3349, -52.0838, -23.2844, -81.279, 0.133711, -0.252663, -0.144972, -0.148832, -0.148051, 0.2246, -0.1612, -52.0248, -23.411, -84.1521, 0.103127, -0.253223, -0.0484643, -0.0498067, -0.0514727
3350, -52.0248, -23.411, -84.1521, 0.103127, -0.253223, -0.0484643, -0.0498067, -0.0514727, 0.0173, 0.4824, -51.9803, -23.5298, -86.0782, 0.0754883, -0.211811, -0.108883, -0.110662, -0.108528
3351, -51.9803, -23.5298, -86.0782, 0.0754883, -0.211811, -0.108883, -0.110662, -0.108528, 0.0443, 0.1784, -51.948, -23.6299, -89.7123, 0.0544316, -0.18973, -0.134308, -0.135472, -0.134495
3352, -51.948, -23.6299, -89.7123, 0.0544316, -0.18973, -0.134308, -0.135472, -0.134495, 0.4116, 0.4209, -51.9249, -23.7077, -93.3835, 0.0388933, -0.118435, -0.118865, -0.118353, -0.117942
3353, -51.9249, -23.7077, -93.3835, 0.0388933, -0.118435, -0.118865, -0.118353, -0.117942, 0.4918, 0.0615, -51.908, -23.75, -95.5178, 0.0296629, -0.0543083, -0.0203941, -0.0195614, -0.0205037
3354, -51.908, -23.75, -95.5178, 0.0296629, -0.0543083, -0.0203941, -0.0195614, -0.0205037, -0.3383, -0.0046, -51.8962, -23.7791, -96.3642, 0.0173825, -0.0710113, -0.0598476, -0.0606564, -0.0600034
3355, -51.8962, -23.7791, -96.3642, 0.0173825, -0.0710113, -0.0598476, -0.0606564, -0.0600034, 0.4692, -0.3714, -51.8896, -23.8154, -96.3561, 0.00987348, -0.0695881, 0.0899878, 0.0904349, 0.0894065
3356, -51.8896, -23.8154, -96.3561, 0.00987348, -0.0695881, 0.0899878, 0.0904349, 0.0894065, -0.2683, -0.1787, -51.8865, -23.8565, -93.3372, 0.00261173, -0.103185, 0.0933973, 0.0932137, 0.0932072
3357, -51.8865, -23.8565, -93.3372, 0.00261173, -0.103185, 0.0933973, 0.0932137, 0.0932072, -0.3903, -0.4789, -51.8865, -23.926, -90.7825, -0.00175985, -0.180231, 0.0901519, 0.0901971, 0.0902099
3358, -51.8865, -23.926, -90.7825, -0.00175985, -0.180231, 0.0901519, 0.0901971, 0.0902099, 0.0112, 0.059, -51.8873, -24.0223, -88.4447, -0.00088522, -0.190298, 0.0697297, 0.0698663, 0.0698772
3359, -51.8873, -24.0223, -88.4447, -0.00088522, -0.190298, 0.0697297, 0.0698663, 0.0698772, -0.1896, 0.4209, -51.8872, -24.1138, -88.0632, 0.000765339, -0.172954, -0.0556055, -0.0553955, -0.0556746
3360, -51.8872, -24.1138, -88.0632, 0.000765339, -0.172954, -0.0556055, -0.0553955, -0.0556746, 0.0448, -0.4399, -51.8865, -24.2043, -89.0466, 0.00211723, -0.20099, 0.0168044, 0.0169062, 0.0171003
3361, -51.8865, -24.2043, -89.0466, 0.00211723, -0.20099, 0.0168044, 0.0169062, 0.0171003, 0.1351, 0.387, -51.8854, -24.2982, -88.682, 0.00192545, -0.162448, -0.0119465, -0.011879, -0.0119629
3362, -51.8854, -24.2982, -88.682, 0.00192545, -0.162448, -0.0119465, -0.011879, -0.0119629, 0.1253, -0.1912, -51.8844, -24.378, -88.5312, 0.0023877, -0.16006, 0.0374878, 0.0374993, 0.0375299
3363, -51.8844, -24.378, -88.5312, 0.0023877, -0.16006, 0.0374878, 0.0374993, 0.0375299, 0.0911, -0.1955, -51.8829, -24.4601, -86.5714, 0.00415338, -0.171779, 0.0966131, 0.0966681, 0.096853
3364, -51.8829, -24.4601, -86.5714, 0.00415338, -0.171779, 0.0966131, 0.0966681, 0.096853, 0.3141, -0.1429, -51.8803, -24.5426, -82.7056, 0.00613088, -0.156957, 0.175693, 0.175586, 0.176195
3365, -51.8803, -24.5426, -82.7056, 0.00613088, -0.156957, 0.175693, 0.175586, 0.176195, -0.4033, -0.4462, -51.8735, -24.6344, -77.5408, 0.0242422, -0.219868, 0.172776, 0.174038, 0.174446
3366, -51.8735, -24.6344, -77.5408, 0.0242422, -0.219868, 0.172776, 0.174038, 0.174446, -0.0005, 0.2638, -51.8586, -24.7464, -73.5807, 0.032045, -0.213146, 0.0970007, 0.0977116, 0.0973698
3367, -51.8586, -24.7464, -73.5807, 0.032045, -0.213146, 0.0970007, 0.0977116, 0.0973698, -0.0795, -0.2134, -51.8391, -24.8551, -71.0158, 0.0482917, -0.229672, 0.0938941, 0.0947845, 0.0952894
3368, -51.8391, -24.8551, -71.0158, 0.0482917, -0.229672, 0.0938941, 0.0947845, 0.0952894, 0.101, -0.0482, -51.8124, -24.9696, -68.086, 0.0578391, -0.225536, 0.110647, 0.111212, 0.111796
3369, -51.8124, -24.9696, -68.086, 0.0578391, -0.225536, 0.110647, 0.111212, 0.111796, -0.4619, -0.1741, -51.7767, -25.0912, -65.695, 0.0877933, -0.267174, 0.0455106, 0.0474404, 0.0469442
3370, -51.7767, -25.0912, -65.695, 0.0877933, -0.267174, 0.0455106, 0.0474404, 0.0469442, -0.4681, 0.4011, -51.7279, -25.2297, -66.7845, 0.103175, -0.279925, -0.132949, -0.131946, -0.132897
3371, -51.7279, -25.2297, -66.7845, 0.103175, -0.279925, -0.132949, -0.131946, -0.132897, 0.4497, -0.3372, -51.6762, -25.3682, -69.3705, 0.102482, -0.272664, -0.00307572, -0.00307433, -0.0030553
3372, -51.6762, -25.3682, -69.3705, 0.102482, -0.272664, -0.00307572, -0.00307433, -0.0030553, -0.2279, 0.0796, -51.6244, -25.5057, -69.3396, 0.106088, -0.281543, -0.0260037, -0.026073, -0.0260428
3373, -51.6244, -25.5057, -69.3396, 0.106088, -0.281543, -0.0260037, -0.026073, -0.0260428, -0.4003, -0.0092, -51.5688, -25.654, -71.2242, 0.116786, -0.314848, -0.105629, -0.106565, -0.106115
3374, -51.5688, -25.654, -71.2242, 0.116786, -0.314848, -0.105629, -0.106565, -0.106115, -0.3507, -0.2282, -51.5076, -25.8245, -74.6717, 0.127085, -0.368816, -0.12644, -0.128645, -0.128129
3375, -51.5076, -25.8245, -74.6717, 0.127085, -0.368816, -0.12644, -0.128645, -0.128129, 0.1183, 0.3721, -51.4474, -26.0061, -78.6841, 0.109673, -0.34358, -0.156466, -0.158179, -0.157012
3376, -51.4474, -26.0061, -78.6841, 0.109673, -0.34358, -0.156466, -0.158179, -0.157012, 0.0983, -0.2682, -51.3965, -26.178, -82.2017, 0.0949028, -0.352535, -0.073578, -0.0753158, -0.0762318
3377, -51.3965, -26.178, -82.2017, 0.0949028, -0.352535, -0.073578, -0.0753158, -0.0762318, -0.2715, 0.2388, -51.3529, -26.3558, -84.9066, 0.0794998, -0.359014, -0.138931, -0.142299, -0.140065
3378, -51.3529, -26.3558, -84.9066, 0.0794998, -0.359014, -0.138931, -0.142299, -0.140065, 0.1095, 0.4222, -51.3181, -26.5272, -89.7774, 0.0591833, -0.31659, -0.193554, -0.195844, -0.193827
3379, -51.3181, -26.5272, -89.7774, 0.0591833, -0.31659, -0.193554, -0.195844, -0.193827, -0.1902, 0.4802, -51.2937, -26.6772, -96.6925, 0.0380754, -0.28497, -0.296308, -0.300361, -0.295507
3380, -51.2937, -26.6772, -96.6925, 0.0380754, -0.28497, -0.296308, -0.300361, -0.295507, 0.0916, -0.0627, -51.2808, -26.8152, -104.78, 0.0122024, -0.273138, -0.24583, -0.2485, -0.247898
3381, -51.2808, -26.8152, -104.78, 0.0122024, -0.273138, -0.24583, -0.2485, -0.247898, -0.0313, 0.3988, -51.2795, -26.943, -112.025, -0.00496882, -0.233324, -0.276085, -0.279317, -0.275438
3382, -51.2795, -26.943, -112.025, -0.00496882, -0.233324, -0.276085, -0.279317, -0.275438, 0.2785, -0.1215, -51.2869, -27.0527, -118.775, -0.0232822, -0.204702, -0.173984, -0.174834, -0.175981
3383, -51.2869, -27.0527, -118.775, -0.0232822, -0.204702, -0.173984, -0.174834, -0.175981, 0.2613, 0.4623, -51.2975, -27.1403, -123.367, -0.0144054, -0.141082, -0.164478, -0.164615, -0.162971
3384, -51.2975, -27.1403, -123.367, -0.0144054, -0.141082, -0.164478, -0.164615, -0.162971, 0.4165, 0.2597, -51.2989, -27.1932, -127.511, 0.00843275, -0.0732979, -0.116083, -0.11518, -0.115298
3385, -51.2989, -27.1932, -127.511, 0.00843275, -0.0732979, -0.116083, -0.11518, -0.115298, -0.1215, -0.434, -51.3004, -27.2302, -129.669, -0.0236494, -0.0876772, -0.0327074, -0.0333706, -0.0340502
3386, -51.3004, -27.2302, -129.669, -0.0236494, -0.0876772, -0.0327074, -0.0333706, -0.0340502, -0.1057, 0.0869, -51.3176, -27.2757, -130.637, -0.0392735, -0.0884974, -0.0491563, -0.0497119, -0.0492934
3387, -51.3176, -27.2757, -130.637, -0.0392735, -0.0884974, -0.0491563, -0.0497119, -0.0492934, 0.3422, -0.3847, -51.34, -27.3198, -130.463, -0.0492863, -0.087219, 0.0839624, 0.0842423, 0.0832199
3388, -51.34, -27.3198, -130.463, -0.0492863, -0.087219, 0.0839624, 0.0842423, 0.0832199, -0.0862, 0.0045, -51.3666, -27.3635, -127.721, -0.0581597, -0.0903698, 0.0834679, 0.08334, 0.0833392
3389, -51.3666, -27.3635, -127.721, -0.0581597, -0.0903698, 0.0834679, 0.08334, 0.0833392, -0.4253, -0.4601, -51.4051, -27.4203, -125.55, -0.102295, -0.146678, 0.072022, 0.0719577, 0.0719478
3390, -51.4051, -27.4203, -125.55, -0.102295, -0.146678, 0.072022, 0.0719577, 0.0719478, 0.3243, -0.2101, -51.4593, -27.498, -122.416, -0.105077, -0.151516, 0.158742, 0.15873, 0.15896
3391, -51.4593, -27.498, -122.416, -0.105077, -0.151516, 0.158742, 0.15873, 0.15896, 0.4482, -0.3645, -51.5104, -27.5735, -115.86, -0.0978283, -0.149156, 0.302512, 0.302022, 0.303791
3392, -51.5104, -27.5735, -115.86, -0.0978283, -0.149156, 0.302512, 0.302022, 0.303791, 0.4736, 0.2685, -51.5517, -27.6361, -106.64, -0.0662544, -0.0964679, 0.322595, 0.321494, 0.322794
3393, -51.5517, -27.6361, -106.64, -0.0662544, -0.0964679, 0.322595, 0.321494, 0.322794, 0.4403, -0.128, -51.5788, -27.6738, -96.6987, -0.0446715, -0.0595671, 0.380187, 0.378948, 0.381287
3394, -51.5788, -27.6738, -96.6987, -0.0446715, -0.0595671, 0.380187, 0.378948, 0.381287, -0.1422, -0.2466, -51.598, -27.7083, -85.9355, -0.0314186, -0.0855184, 0.358301, 0.358576, 0.359858
3395, -51.598, -27.7083, -85.9355, -0.0314186, -0.0855184, 0.358301, 0.358576, 0.359858, -0.2157, -0.1536, -51.6091, -27.7602, -76.6032, -0.0121314, -0.121089, 0.290446, 0.291204, 0.29191
3396, -51.6091, -27.7602, -76.6032, -0.0121314, -0.121089, 0.290446, 0.291204, 0.29191, 0.3198, 0.4967, -51.615, -27.8093, -69.4814, -0.01706, -0.060732, 0.206064, 0.205321, 0.205411
3397, -51.615, -27.8093, -69.4814, -0.01706, -0.060732, 0.206064, 0.205321, 0.205411, 0.0293, -0.0481, -51.6227, -27.8333, -64.1058, -0.0105426, -0.045034, 0.177676, 0.177503, 0.178044
3398, -51.6227, -27.8333, -64.1058, -0.0105426, -0.045034, 0.177676, 0.177503, 0.178044, -0.2022, 0.3581, -51.6274, -27.8518, -60.6621, -0.00873104, -0.0291711, 0.0482574, 0.048553, 0.0478513
3399, -51.6274, -27.8518, -60.6621, -0.00873104, -0.0291711, 0.0482574, 0.048553, 0.0478513, -0.075, 0.4681, -51.6341, -27.8588, -61.2212, -0.0206043, 0.0053203, -0.0825918, -0.0824582, -0.0831494
3400, -51.6341, -27.8588, -61.2212, -0.0206043, 0.0053203, -0.0825918, -0.0824582, -0.0831494, -0.1798, 0.4641, -51.6466, -27.8491, -65.415, -0.0293661, 0.0331242, -0.209, -0.208793, -0.209661
3401, -51.6466, -27.8491, -65.415, -0.0293661, 0.0331242, -0.209, -0.208793, -0.209661, -0.094, -0.0875, -51.6602, -27.8325, -71.5639, -0.0218117, 0.0254466, -0.201677, -0.201587, -0.20176
