         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3898, 0, 0, 0, -44.604, 53.517, 4.53759, 1.08599e-06, -1.03466e-06, 2.29488e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3899, 0, 0, 0, 76.8244, 77.9769, 2.10231, 2.6227e-05, -1.91642e-06, -4.26108e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3900, 0, 0, 0, -41.7934, 99.2186, 2.16777, 1.33505, -0.00303728, 0.0360775
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3901, 0, 0, 0, -38.4041, -18.2309, 1.81555, -1.20357e-06, -1.10863e-06, -2.76943e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3902, 0, 0, 0, -51.1141, 42.2099, 0.927211, -1.0429e-06, -4.82112e-07, 2.0855e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3903, 0, 0, 0, 70.672, 15.8664, 0.230912, -2.61148e-08, 1.05144e-18, -1.22757e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3904, 0, 0, 0, 74.5755, 59.1496, 4.90285, 6.68964e-05, -3.74509e-07, 0.000126368
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3905, 0, 0, 0, 55.9588, -50.4791, 0.499664, 4.48541e-06, -5.46973e-07, -5.0964e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3906, 0, 0, 0, 92.4848, 7.1898, 0.43067, 6.46235e-27, 1.14606e-25, 5.4922e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3907, 0, 0, 0, 12.0985, 91.4929, 1.01467, 8.24554e-06, -2.50371e-06, 9.75226e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3908, 0, 0, 0, -57.448, -12.3785, 1.05563, -8.18977e-08, -2.07996e-07, -2.12811e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3909, 0, 0, 0, 92.2, 80.1386, 1.16634, 1.61142e-06, -8.49689e-07, -2.46972e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3910, 0, 0, 0, -66.1508, 38.7433, 1.39002, -1.04526e-06, -7.50472e-07, 2.62902e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3911, 0, 0, 0, 53.1415, -5.4987, 4.9256, 1.613e-06, -8.41592e-07, -2.42221e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3912, 0, 0, 0, 61.6315, -44.8658, 1.10446, 9.88752e-07, -1.15708e-07, 1.28524e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3913, 0, 0, 0, -92.0688, 1, 0.160587, -8.57142e-07, -7.6755e-07, -2.25003e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3914, 0, 0, 0, 27.762, 75.3579, 0.528203, -1.27472e-05, 1.40578e-06, -2.61053e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3915, 0, 0, 0, 27.3431, -70.6471, 0.47199, -1.31035e-06, -9.80216e-07, -2.80449e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3916, 0, 0, 0, 59.0887, 95.5666, 4.75706, -2.51406e-06, -1.44349e-06, 1.33174e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3917, 0, 0, 0, -59.7267, 36.549, 0.98669, 1.27145e-06, 2.41336e-06, -3.11811e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3918, 0, 0, 0, -75.9241, 30.9093, 4.38384, -1.1593e-06, -1.18093e-06, -2.59635e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3919, 0, 0, 0, 32.2528, -98.0193, 1.55101, -9.38689e-06, -1.24086e-07, 1.73023e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3920, 0, 0, 0, -47.969, 96.0447, 4.74491, 1.64022e-06, -1.07917e-06, 3.06459e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3921, 0, 0, 0, 73.6903, -67.7283, 1.15217, 1.09265e-05, -5.15923e-06, 1.73037e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3922, 0, 0, 0, 0.7915, -32.3672, 1.78634, -6.0079e-07, -5.76545e-07, -2.1868e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3923, 0, 0, 0, 19.521, -48.8734, 4.46393, -1.52705e-06, -9.87966e-07, -2.20686e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3924, 0, 0, 0, -79.6398, 11.4102, 3.16341, -0.0724951, -0.00821747, 0.0282761
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3925, 0, 0, 0, 71.6456, -12.1391, 1.37054, 1.8108e-05, -7.81331e-06, 3.69853e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3926, 0, 0, 0, -73.7643, -40.5447, 1.34518, -1.80036e-06, -1.06994e-06, -2.42662e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3927, 0, 0, 0, 84.9118, -51.3905, 1.33252, 1.17499e-06, -7.89002e-07, 2.41154e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3928, 0, 0, 0, 90.3805, 14.4166, 1.39427, 1.55808e-06, -1.05204e-06, -2.60946e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3929, 0, 0, 0, 41.342, -13.2336, 0.200905, 1.2903e-06, -9.06371e-07, -2.38148e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3930, 0, 0, 0, -40.9812, -85.9488, 4.95849, 8.48493e-06, -5.43757e-07, -1.55083e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3931, 0, 0, 0, 18.9243, 73.2542, 0.112519, -2.49604e-07, -1.61665e-06, -6.35336e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3932, 0, 0, 0, -5.2272, 4.8766, 0.382889, -2.13514e-06, -3.06618e-07, -3.02825e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3933, 0, 0, 0, -82.5965, -12.6184, 4.37385, -9.20943e-07, -1.57312e-05, 1.96062e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3934, 0, 0, 0, -7.2693, -7.7949, 0.248338, -1.17382e-06, -8.53728e-09, -4.02549e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3935, 0, 0, 0, -26.8402, 42.5579, 1.91504, 3.22233e-05, 6.76331e-07, 4.65714e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3936, 0, 0, 0, -3.613, -22.6698, 0.472044, -2.89982e-06, -2.0784e-06, 4.5778e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3937, 0, 0, 0, 32.9355, -13.2722, 4.83715, -3.57047e-05, 5.31482e-05, 1.67528e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3938, 0, 0, 0, -76.1733, 65.9738, 2.07977, 5.77469e-06, 5.2537e-05, 2.84401e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3939, 0, 0, 0, -73.3653, 90.9333, 4.825, 1.41345e-06, -1.08886e-06, -2.55278e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3940, 0, 0, 0, -51.6141, 17.3755, 1.87502, -8.30979e-07, -3.01939e-07, 2.442e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3941, 0, 0, 0, 35.4464, -19.4171, 1.92432, -1.36503e-17, -1.12451e-19, 2.81313e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3942, 0, 0, 0, 67.4112, 36.3751, 0.692465, 0.730299, -0.0375332, -0.0421878
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3943, 0, 0, 0, 4.9422, 96.9506, 0.842281, 3.66933e-06, 1.13326e-05, 4.38809e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3944, 0, 0, 0, -59.7971, 19.2809, 2.04991, -6.39851e-07, -4.40923e-07, -2.60638e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3945, 0, 0, 0, -11.3932, -65.8836, 0.616016, -1.72144e-06, -1.23556e-06, -2.33578e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3946, 0, 0, 0, 43.275, -76.8295, 4.40372, -2.32685e-06, -6.94471e-07, 2.63183e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3947, 0, 0, 0, -2.2116, 2.035, 0.543457, -1.59148e-05, -8.13451e-07, -2.91594e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3948, 0, 0, 0, 89.3651, -61.8733, 2.05151, 7.36261e-07, -3.9705e-07, -1.31578e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3949, 0, 0, 0, -10.7857, -51.1164, 0.871775, -1.23046e-06, -9.02407e-07, -3.19999e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3950, 0, 0, 0, -88.9579, 33.1533, 4.77271, -4.11943e-06, -3.01489e-06, -2.42397e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3951, 0, 0, 0, 19.0738, -46.0149, 4.39964, -1.16126e-05, -7.31444e-06, -3.48781e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3952, 0, 0, 0, 0.2412, 83.7237, 1.17742, 0.000105716, -5.41076e-05, -0.000211236
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3953, 0, 0, 0, 2.5878, 50.6649, 4.72265, 2.23251e-06, -4.77578e-07, 3.00122e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3954, 0, 0, 0, 92.1536, -88.008, 1.74386, 8.6072e-06, 3.07877e-06, 1.15484e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3955, 0, 0, 0, 72.7168, 63.9492, 0.810932, 1.7035e-06, -9.11557e-07, 2.60222e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3956, 0, 0, 0, -56.0696, -40.7196, 4.65357, -1.36296e-06, -9.37772e-07, -2.60709e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3957, 0, 0, 0, 90.2559, 70.5315, 1.51048, 3.95699e-05, 1.79655e-06, -2.97955e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3958, 0, 0, 0, -14.8714, -94.078, 4.92118, -1.10576e-06, -8.56837e-07, -2.42363e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3959, 0, 0, 0, 27.3275, -27.735, 0.236688, -1.24467e-06, 3.46398e-07, -2.97677e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3960, 0, 0, 0, 0.0108, 37.2462, 1.73271, 6.3659e-06, -5.58103e-06, -4.51076e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3961, 0, 0, 0, 25.8084, -62.1355, 1.8985, -4.31925e-07, -5.41827e-07, -3.07033e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3962, 0, 0, 0, 97.2683, 72.9067, 0.842461, 1.10649e-06, -9.53623e-07, -2.45683e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3963, 0, 0, 0, -45.5701, -66.3555, 0.125792, -1.22992e-06, -7.86177e-07, -2.90987e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3964, 0, 0, 0, -82.478, 48.1624, 0.565558, -4.10416e-05, -1.68482e-06, -8.24569e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3965, 0, 0, 0, -42.6985, -75.6625, 4.94345, -2.69311e-06, -3.52911e-06, -4.07192e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3966, 0, 0, 0, -34.2987, -35.1542, 1.81133, -1.52442e-06, -1.28318e-06, -2.79121e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3967, 0, 0, 0, 63.84, -16.7017, 1.61344, 6.41694e-07, -6.42619e-07, 2.01431e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3968, 0, 0, 0, -96.0936, -86.8723, 0.261392, 3.39492e-17, 3.28863e-18, 1.87744e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3969, 0, 0, 0, 65.9029, -28.5838, 0.284323, -3.55339e-17, 9.0511e-20, -1.85135e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3970, 0, 0, 0, -54.6598, 70.2964, 4.57906, 7.24445e-07, -2.21735e-07, 2.90406e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3971, 0, 0, 0, 1.6526, 41.5665, 0.422303, -3.78066e-06, 1.93078e-05, 9.94466e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3972, 0, 0, 0, -63.9803, -29.2556, 0.471102, 8.43996e-06, -9.91152e-07, -8.958e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3973, 0, 0, 0, -44.5361, 80.4371, 1.20659, -6.23351e-17, -2.52674e-19, -2.85511e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3974, 0, 0, 0, -19.1417, -40.4402, 0.928274, -1.12497e-06, -8.42695e-07, -2.81213e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3975, 0, 0, 0, -6.6183, -88.5798, 4.54429, -1.43686e-06, -8.52975e-07, -2.60095e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3976, 0, 0, 0, 7.3818, -37.7984, 0.838464, -7.3196e-05, -1.99079e-05, 8.31252e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3977, 0, 0, 0, -69.5206, -83.7644, 1.08264, -7.23118e-06, -4.77262e-06, -3.43025e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3978, 0, 0, 0, 70.0691, 45.1607, 4.67392, 1.52131e-06, -7.19027e-07, -2.40191e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3979, 0, 0, 0, 40.277, -11.6969, 1.72416, 7.01213e-06, 1.7438e-06, 7.80586e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3980, 0, 0, 0, -18.7568, -2.3741, 0.948648, -1.00674e-06, -1.11632e-06, -3.44816e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3981, 0, 0, 0, 69.3274, -58.4842, 0.615993, 1.40583e-06, -6.38558e-07, -1.87837e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3982, 0, 0, 0, -61.0151, 95.9591, 1.08361, 2.00787e-06, -8.9836e-07, 3.01348e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3983, 0, 0, 0, 89.9573, 24.3068, 1.80118, 1.77731e-06, -1.03753e-06, -2.42541e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3984, 0, 0, 0, 11.3068, 63.2166, 0.917015, 9.45096e-07, -6.36797e-07, -1.70895e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3985, 0, 0, 0, -29.6333, 58.8616, 4.9115, 1.5192e-06, -8.60361e-07, 2.45469e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3986, 0, 0, 0, 50.9098, 4.1374, 0.157111, 1.07849e-05, -6.33509e-06, -2.49068e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3987, 0, 0, 0, 30.9041, -32.8443, 1.26035, 2.70345e-05, 1.76675e-05, -8.06844e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3988, 0, 0, 0, -41.0327, 37.4267, 1.73655, 1.15102e-17, -1.88693e-18, 1.93459e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3989, 0, 0, 0, -29.6599, 20.69, 1.11206, -1.2099e-06, -7.56017e-07, -2.52333e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3990, 0, 0, 0, 5.0214, -57.1949, 4.54976, -1.34469e-06, -9.5172e-07, 2.92861e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3991, 0, 0, 0, 75.8877, 57.4504, 4.3223, 2.33663e-05, -8.7123e-06, -8.8939e-07
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3992, 0, 0, 0, 86.3573, -32.5611, 0.142901, -7.63012e-06, -9.26071e-08, -8.47152e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3993, 0, 0, 0, 6.6192, 47.9296, 1.09459, -8.37413e-05, 6.21766e-06, 4.19916e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3994, 0, 0, 0, 88.5892, 90.8827, 1.13121, 1.72996e-06, -9.42585e-07, -2.5824e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3995, 0, 0, 0, 58.5908, 46.0237, 0.46144, 2.20626e-06, -9.1858e-07, -2.71091e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3996, 0, 0, 0, 1.4805, 54.8219, 1.01554, 9.2138e-06, 6.15118e-06, 1.07271e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3997, 0, 0, 0, -34.216, 44.6182, 1.95748, 4.0808e-07, -2.33564e-07, -1.34569e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3998, 0, 0, 0, 68.2308, 61.2776, 1.82608, 2.04008e-06, -1.22844e-06, -2.56319e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3999, 0, 0, 0, 82.5976, 2.103, 4.43026, 1.98213e-06, -1.09269e-06, -2.51676e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4000, 0, 0, 0, 90.9299, 54.6998, 1.44012, -0.0001108, -3.25164e-05, -0.000110908
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4001, 0, 0, 0, 78.8286, -94.2026, 0.688478, -2.12313e-07, -2.28311e-07, -1.55153e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4002, 0, 0, 0, 28.5869, 29.388, 0.516606, -3.09105e-06, -3.13462e-06, -3.17788e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4003, 0, 0, 0, 11.2495, -25.9913, 0.571881, 1.60113e-05, 2.08198e-05, 3.64402e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4004, 0, 0, 0, -52.0116, 56.8142, 4.84366, -2.79716e-06, -2.81899e-06, -3.4821e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4005, 0, 0, 0, -17.6683, -22.0272, 1.99236, -2.62842e-07, -6.61126e-08, 2.69694e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4006, 0, 0, 0, 11.0166, 56.8092, 1.79943, 4.6103e-07, -2.38199e-07, 3.14919e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4007, 0, 0, 0, -96.7044, -6.762, 1.90348, -1.40938e-06, -1.03214e-06, -3.28264e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4008, 0, 0, 0, 41.3809, -36.0342, 4.40649, 1.4898e-06, -1.09862e-06, -2.61616e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4009, 0, 0, 0, -28.3682, -89.1632, 4.39274, 4.96936e-06, 5.08642e-05, -7.73956e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4010, 0, 0, 0, -24.4599, -38.3647, 4.4646, 1.05592e-07, -6.81117e-06, -1.3563e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4011, 0, 0, 0, 72.9568, -60.128, 4.4352, -2.81984e-05, 2.06404e-06, -0.000186371
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4012, 0, 0, 0, 14.1491, 38.5684, 0.760598, -2.03132e-06, -4.12468e-08, -6.17263e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4013, 0, 0, 0, -65.33, 92.235, 4.90619, 1.45337e-06, -7.54571e-07, -2.993e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4014, 0, 0, 0, -19.691, -42.158, 4.90387, -3.27013e-07, 2.37508e-06, -4.46676e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4015, 0, 0, 0, -47.251, -21.8712, 0.149317, -1.75698e-06, -5.29021e-07, 2.18774e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4016, 0, 0, 0, 48.6807, 33.6752, 1.94881, 1.38459e-05, 1.56089e-05, 4.05011e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4017, 0, 0, 0, -67.6292, 94.1664, 0.213832, 1.13367e-06, -8.47669e-07, 3.00671e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4018, 0, 0, 0, 19.9217, 61.6855, 4.49685, 3.55916e-05, -8.39037e-07, 6.21044e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4019, 0, 0, 0, -81.3201, -36.804, 1.4057, 6.06366e-05, -2.85908e-06, 0.000118201
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4020, 0, 0, 0, -26.9969, -78.3475, 0.96825, 2.64758e-06, -4.89342e-07, -1.49129e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4021, 0, 0, 0, -36.4595, -40.5097, 2.06186, -2.823e-06, 6.08639e-07, -3.94989e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4022, 0, 0, 0, 97.8063, 7.4426, 0.51596, 1.24042e-06, -7.02967e-08, -2.14428e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4023, 0, 0, 0, -83.3279, -5.4803, 4.5297, 1.24191e-05, -5.99442e-06, 2.59859e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4024, 0, 0, 0, -90.8844, 20.4061, 0.970268, -2.45411e-06, -1.20764e-06, -4.17265e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4025, 0, 0, 0, 42.2386, -38.7142, 0.759762, 1.09309e-06, -5.63349e-07, -2.20513e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4026, 0, 0, 0, -79.7016, 78.2343, 4.98076, -3.16949e-06, -2.502e-06, 5.73835e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4027, 0, 0, 0, 75.5907, -28.3576, 1.89732, 1.68898e-06, -9.71545e-07, 2.9485e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4028, 0, 0, 0, 57.7241, -7.6893, 2.00893, 7.99624e-07, 7.40757e-07, 2.6262e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4029, 0, 0, 0, -2.5614, -55.0371, 1.75256, -1.01814e-06, -1.20112e-06, -2.61754e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4030, 0, 0, 0, -87.0864, 5.5534, 1.17404, -1.61747e-06, -9.81611e-07, -2.25928e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4031, 0, 0, 0, -25.8558, 2.6261, 0.232168, -1.29961e-06, -1.29566e-06, -2.62843e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4032, 0, 0, 0, 10.1706, -41.5316, 1.46562, -3.01546e-05, -6.18222e-06, -7.34537e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4033, 0, 0, 0, -93.2501, 92.2004, 4.96985, -8.78929e-07, -5.02516e-07, -1.94485e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4034, 0, 0, 0, 24.3054, -81.1993, 0.214712, -9.44804e-07, -9.04385e-07, -2.75651e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
4035, 0, 0, 0, 35.0906, -87.6951, 1.39819, 4.04943e-06, -2.61437e-07, 1.2874e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
