         , Xa,Ya, YAWa, Vx, Vy, Vyaw, wR, wL, CTRLA, CTRLB, Xb, Yb, YAWb, Vx, Vy, Vyaw, wR2, wL2
643, 2.40559, 4.79202, -29.1799, 0.0320252, -0.0215272, -0.0924898, -0.0923691, -0.0926485, -0.1446, -0.1879, 2.42546, 4.77922, -31.9868, 0.0543148, -0.0342006, -0.0885108, -0.08852, -0.0885181
644, 2.42546, 4.77922, -31.9868, 0.0543148, -0.0342006, -0.0885108, -0.08852, -0.0885181, -0.3122, -0.3281, 2.4624, 4.75571, -34.2216, 0.101522, -0.0656714, -0.0688704, -0.0690445, -0.0690261
645, 2.4624, 4.75571, -34.2216, 0.101522, -0.0656714, -0.0688704, -0.0690445, -0.0690261, -0.3189, 0.0198, 2.52083, 4.71709, -36.7754, 0.126411, -0.0852276, -0.11828, -0.118664, -0.118414
646, 2.52083, 4.71709, -36.7754, 0.126411, -0.0852276, -0.11828, -0.118664, -0.118414, 0.0476, 0.058, 2.58568, 4.67219, -40.2421, 0.124073, -0.0878169, -0.114211, -0.114496, -0.114369
647, 2.58568, 4.67219, -40.2421, 0.124073, -0.0878169, -0.114211, -0.114496, -0.114369, 0.3624, -0.3788, 2.64657, 4.62767, -41.5497, 0.123584, -0.0937285, 0.0400524, 0.0401754, 0.0396388
648, 2.64657, 4.62767, -41.5497, 0.123584, -0.0937285, 0.0400524, 0.0401754, 0.0396388, -0.3643, 0.343, 2.70662, 4.5812, -41.3438, 0.120337, -0.0950341, -0.0649064, -0.0655285, -0.0648141
649, 2.70662, 4.5812, -41.3438, 0.120337, -0.0950341, -0.0649064, -0.0655285, -0.0648141, 0.1133, 0.2663, 2.76203, 4.5369, -44.1183, 0.0937306, -0.0750118, -0.111139, -0.111346, -0.111097
650, 2.76203, 4.5369, -44.1183, 0.0937306, -0.0750118, -0.111139, -0.111346, -0.111097, -0.1378, -0.071, 2.8098, 4.49691, -47.3394, 0.100652, -0.0887594, -0.111058, -0.111533, -0.111309
651, 2.8098, 4.49691, -47.3394, 0.100652, -0.0887594, -0.111058, -0.111533, -0.111309, -0.2592, 0.4943, 2.85668, 4.4545, -52.028, 0.0869188, -0.0811175, -0.232574, -0.233561, -0.231787
652, 2.85668, 4.4545, -52.028, 0.0869188, -0.0811175, -0.232574, -0.233561, -0.231787, 0.2985, -0.301, 2.89703, 4.41503, -57.5213, 0.076129, -0.0789876, -0.11499, -0.114975, -0.115668
653, 2.89703, 4.41503, -57.5213, 0.076129, -0.0789876, -0.11499, -0.114975, -0.115668, -0.1813, -0.4127, 2.93946, 4.36488, -59.3809, 0.0953004, -0.124522, -0.0282652, -0.0288092, -0.0290459
654, 2.93946, 4.36488, -59.3809, 0.0953004, -0.124522, -0.0282652, -0.0288092, -0.0290459, 0.2094, -0.2812, 2.98899, 4.29654, -58.7566, 0.100312, -0.143733, 0.0759824, 0.0759654, 0.0756824
655, 2.98899, 4.29654, -58.7566, 0.100312, -0.143733, 0.0759824, 0.0759654, 0.0756824, 0.4761, -0.4355, 3.03815, 4.22507, -54.1819, 0.0974981, -0.142385, 0.250116, 0.249885, 0.250768
656, 3.03815, 4.22507, -54.1819, 0.0974981, -0.142385, 0.250116, 0.249885, 0.250768, 0.0891, 0.0709, 3.08571, 4.15687, -46.6544, 0.0914082, -0.127778, 0.249104, 0.249223, 0.249661
657, 3.08571, 4.15687, -46.6544, 0.0914082, -0.127778, 0.249104, 0.249223, 0.249661, 0.4962, -0.4005, 3.13145, 4.09604, -38.0767, 0.0911619, -0.114446, 0.371439, 0.370434, 0.373369
658, 3.13145, 4.09604, -38.0767, 0.0911619, -0.114446, 0.371439, 0.370434, 0.373369, 0.0878, -0.386, 3.18242, 4.03938, -26.3604, 0.119326, -0.114385, 0.432237, 0.431979, 0.435548
659, 3.18242, 4.03938, -26.3604, 0.119326, -0.114385, 0.432237, 0.431979, 0.435548, -0.3356, -0.0486, 3.25155, 3.98355, -15.2242, 0.159346, -0.107891, 0.326237, 0.328382, 0.328625
660, 3.25155, 3.98355, -15.2242, 0.159346, -0.107891, 0.326237, 0.328382, 0.328625, -0.102, 0.1419, 3.33543, 3.93438, -7.55116, 0.167393, -0.0868187, 0.21416, 0.215601, 0.215504
661, 3.33543, 3.93438, -7.55116, 0.167393, -0.0868187, 0.21416, 0.215601, 0.215504, -0.2702, -0.1583, 3.42753, 3.89573, -2.46518, 0.206299, -0.0680133, 0.147025, 0.149235, 0.1494
662, 3.42753, 3.89573, -2.46518, 0.206299, -0.0680133, 0.147025, 0.149235, 0.1494, 0.0131, 0.4608, 3.52524, 3.86681, 0.236485, 0.175554, -0.048362, 0.0354364, 0.0363662, 0.0350163
663, 3.52524, 3.86681, 0.236485, 0.175554, -0.048362, 0.0354364, 0.0363662, 0.0350163, -0.4845, 0.3923, 3.61094, 3.84649, -1.30246, 0.173307, -0.0340459, -0.149503, -0.147834, -0.149806
664, 3.61094, 3.84649, -1.30246, 0.173307, -0.0340459, -0.149503, -0.147834, -0.149806, -0.3368, 0.1814, 3.70132, 3.83122, -7.304, 0.188285, -0.028829, -0.255474, -0.255418, -0.255473
665, 3.70132, 3.83122, -7.304, 0.188285, -0.028829, -0.255474, -0.255418, -0.255473, -0.0275, 0.4334, 3.7898, 3.81758, -15.5742, 0.158703, -0.0251043, -0.318049, -0.318676, -0.317641
666, 3.7898, 3.81758, -15.5742, 0.158703, -0.0251043, -0.318049, -0.318676, -0.317641, 0.338, 0.3949, 3.85381, 3.80808, -24.4965, 0.0933773, -0.0103798, -0.29369, -0.29366, -0.292992
667, 3.85381, 3.80808, -24.4965, 0.0933773, -0.0103798, -0.29369, -0.29366, -0.292992, -0.4049, -0.4578, 3.90698, 3.79627, -32.1111, 0.137938, -0.0482296, -0.236522, -0.238395, -0.2379
668, 3.90698, 3.79627, -32.1111, 0.137938, -0.0482296, -0.236522, -0.238395, -0.2379, -0.15, -0.2299, 3.98448, 3.76275, -38.0527, 0.167042, -0.0835466, -0.179386, -0.1809, -0.180627
669, 3.98448, 3.76275, -38.0527, 0.167042, -0.0835466, -0.179386, -0.1809, -0.180627, 0.4348, -0.0797, 4.06449, 3.71967, -41.4844, 0.142461, -0.0795243, -0.0514792, -0.0512579, -0.0524142
670, 4.06449, 3.71967, -41.4844, 0.142461, -0.0795243, -0.0514792, -0.0512579, -0.0524142, 0.0357, -0.4436, 4.13756, 3.67452, -41.202, 0.158269, -0.107564, 0.0663202, 0.0660129, 0.065174
671, 4.13756, 3.67452, -41.202, 0.158269, -0.107564, 0.0663202, 0.0660129, 0.065174, -0.3069, 0.4295, 4.21514, 3.61981, -40.6445, 0.150724, -0.109414, -0.0592207, -0.060114, -0.0590417
672, 4.21514, 3.61981, -40.6445, 0.150724, -0.109414, -0.0592207, -0.060114, -0.0590417, -0.3952, -0.3675, 4.29863, 3.556, -43.0168, 0.189448, -0.152026, -0.0848509, -0.0861829, -0.0860009
673, 4.29863, 3.556, -43.0168, 0.189448, -0.152026, -0.0848509, -0.0861829, -0.0860009, 0.4472, -0.4512, 4.39739, 3.47396, -43.221, 0.196654, -0.167259, 0.0922756, 0.0923063, 0.091187
674, 4.39739, 3.47396, -43.221, 0.196654, -0.167259, 0.0922756, 0.0923063, 0.091187, 0.401, -0.0965, 4.49171, 3.3931, -38.7425, 0.179231, -0.153591, 0.204998, 0.204928, 0.205338
675, 4.49171, 3.3931, -38.7425, 0.179231, -0.153591, 0.204998, 0.204928, 0.205338, 0.1308, -0.0937, 4.5789, 3.31975, -32.3514, 0.175178, -0.1428, 0.232166, 0.232431, 0.233405
676, 4.5789, 3.31975, -32.3514, 0.175178, -0.1428, 0.232166, 0.232431, 0.233405, -0.3143, 0.2297, 4.66873, 3.25027, -27.2893, 0.184465, -0.134757, 0.102756, 0.104426, 0.103363
677, 4.66873, 3.25027, -27.2893, 0.184465, -0.134757, 0.102756, 0.104426, 0.103363, 0.2457, 0.0645, 4.75908, 3.1872, -24.7547, 0.169644, -0.114276, 0.0956369, 0.0957999, 0.0964035
678, 4.75908, 3.1872, -24.7547, 0.169644, -0.114276, 0.0956369, 0.0957999, 0.0964035, -0.2903, -0.3998, 4.85364, 3.12896, -21.8221, 0.222641, -0.124327, 0.106808, 0.108309, 0.108848
679, 4.85364, 3.12896, -21.8221, 0.222641, -0.124327, 0.106808, 0.108309, 0.108848, 0.2133, -0.0712, 4.96752, 3.06895, -18.2692, 0.224983, -0.112624, 0.145154, 0.145604, 0.146709
680, 4.96752, 3.06895, -18.2692, 0.224983, -0.112624, 0.145154, 0.145604, 0.146709, -0.4574, 0.3552, 5.08259, 3.0153, -16.0316, 0.233968, -0.101784, -0.016048, -0.0137832, -0.0157871
681, 5.08259, 3.0153, -16.0316, 0.233968, -0.101784, -0.016048, -0.0137832, -0.0157871, -0.2158, -0.4356, 5.21229, 2.9633, -16.7923, 0.291903, -0.109273, -0.00706773, -0.00599588, -0.00568824
682, 5.21229, 2.9633, -16.7923, 0.291903, -0.109273, -0.00706773, -0.00599588, -0.00568824, 0.3958, -0.3207, 5.36123, 2.90952, -15.1219, 0.298042, -0.104013, 0.133934, 0.134105, 0.135696
683, 5.36123, 2.90952, -15.1219, 0.298042, -0.104013, 0.133934, 0.134105, 0.135696, 0.112, 0.2416, 5.50478, 2.86129, -11.1713, 0.269772, -0.0871646, 0.117464, 0.118291, 0.118286
684, 5.50478, 2.86129, -11.1713, 0.269772, -0.0871646, 0.117464, 0.118291, 0.118286, 0.3293, -0.0405, 5.63368, 2.82187, -7.38812, 0.244999, -0.0703276, 0.159807, 0.159846, 0.161242
685, 5.63368, 2.82187, -7.38812, 0.244999, -0.0703276, 0.159807, 0.159846, 0.161242, -0.0775, -0.3884, 5.76141, 2.78989, -2.12194, 0.279531, -0.0578286, 0.20483, 0.206345, 0.208262
686, 5.76141, 2.78989, -2.12194, 0.279531, -0.0578286, 0.20483, 0.206345, 0.208262, 0.4127, 0.1269, 5.89475, 2.76541, 4.20572, 0.240563, -0.0404037, 0.235118, 0.23489, 0.236884
687, 5.89475, 2.76541, 4.20572, 0.240563, -0.0404037, 0.235118, 0.23489, 0.236884, 0.1895, 0.2105, 6.00526, 2.74942, 10.603, 0.197899, -0.0246052, 0.203319, 0.20354, 0.204311
688, 6.00526, 2.74942, 10.603, 0.197899, -0.0246052, 0.203319, 0.20354, 0.204311, 0.2465, -0.1151, 6.09801, 2.74117, 16.719, 0.179015, -0.00732786, 0.233995, 0.233466, 0.236052
689, 6.09801, 2.74117, 16.719, 0.179015, -0.00732786, 0.233995, 0.233466, 0.236052, 0.452, 0.2118, 6.17278, 2.7378, 23.7535, 0.117059, -0.00881418, 0.253041, 0.251648, 0.253498
690, 6.17278, 2.7378, 23.7535, 0.117059, -0.00881418, 0.253041, 0.251648, 0.253498, 0.2843, -0.1808, 6.22355, 2.73493, 31.6771, 0.0892808, -0.00220052, 0.304957, 0.304116, 0.306475
691, 6.22355, 2.73493, 31.6771, 0.0892808, -0.00220052, 0.304957, 0.304116, 0.306475, 0.35, -0.0373, 6.26166, 2.73426, 41.014, 0.0601989, -0.00373623, 0.343329, 0.342102, 0.344082
692, 6.26166, 2.73426, 41.014, 0.0601989, -0.00373623, 0.343329, 0.342102, 0.344082, -0.0561, -0.4013, 6.29256, 2.73837, 51.1756, 0.0721786, 0.0299421, 0.364229, 0.364054, 0.366254
693, 6.29256, 2.73837, 51.1756, 0.0721786, 0.0299421, 0.364229, 0.364054, 0.366254, -0.1484, -0.0189, 6.32916, 2.75971, 60.7568, 0.0719822, 0.0528248, 0.293027, 0.293453, 0.293893
694, 6.32916, 2.75971, 60.7568, 0.0719822, 0.0528248, 0.293027, 0.293453, 0.293893, -0.2153, -0.1636, 6.36629, 2.79569, 68.1632, 0.0750775, 0.0895854, 0.228304, 0.229084, 0.229548
695, 6.36629, 2.79569, 68.1632, 0.0750775, 0.0895854, 0.228304, 0.229084, 0.229548, -0.0871, 0.4844, 6.39989, 2.83859, 72.7716, 0.0564707, 0.0725943, 0.0828819, 0.0832954, 0.082179
696, 6.39989, 2.83859, 72.7716, 0.0564707, 0.0725943, 0.0828819, 0.0832954, 0.082179, 0.0877, -0.2368, 6.42517, 2.87433, 75.0808, 0.0479504, 0.0802115, 0.104071, 0.104043, 0.104905
697, 6.42517, 2.87433, 75.0808, 0.0479504, 0.0802115, 0.104071, 0.104043, 0.104905, 0.4013, 0.4806, 6.44365, 2.90094, 77.9522, 0.0235391, 0.0122258, 0.0852282, 0.0847398, 0.0847557
698, 6.44365, 2.90094, 77.9522, 0.0235391, 0.0122258, 0.0852282, 0.0847398, 0.0847557, -0.4648, -0.3812, 6.45547, 2.91603, 79.9089, 0.0275156, 0.0672011, 0.0522376, 0.0528178, 0.0527848
699, 6.45547, 2.91603, 79.9089, 0.0275156, 0.0672011, 0.0522376, 0.0528178, 0.0527848, 0.3192, -0.1287, 6.46843, 2.95233, 82.2067, 0.022807, 0.0679364, 0.121599, 0.121354, 0.121894
700, 6.46843, 2.95233, 82.2067, 0.022807, 0.0679364, 0.121599, 0.121354, 0.121894, 0.1679, -0.1407, 6.47841, 2.98444, 86.552, 0.0173545, 0.0615818, 0.175948, 0.17583, 0.176264
701, 6.47841, 2.98444, 86.552, 0.0173545, 0.0615818, 0.175948, 0.17583, 0.176264, 0.3407, -0.1663, 6.48581, 3.01265, 92.6286, 0.0123459, 0.0477817, 0.251602, 0.25128, 0.251929
702, 6.48581, 3.01265, 92.6286, 0.0123459, 0.0477817, 0.251602, 0.25128, 0.251929, -0.4429, 0.4927, 6.49088, 3.03427, 97.5992, 0.00784328, 0.0413081, 0.0592042, 0.0595739, 0.0588759
703, 6.49088, 3.03427, 97.5992, 0.00784328, 0.0413081, 0.0592042, 0.0595739, 0.0588759, -0.4471, -0.1942, 6.49241, 3.0645, 97.5999, -0.00292197, 0.0903499, -0.0360993, -0.035821, -0.0359565
704, 6.49241, 3.0645, 97.5999, -0.00292197, 0.0903499, -0.0360993, -0.035821, -0.0359565, -0.0239, -0.3342, 6.48888, 3.12049, 97.0942, -0.0102761, 0.128658, 0.0158503, 0.0159531, 0.016076
705, 6.48888, 3.12049, 97.0942, -0.0102761, 0.128658, 0.0158503, 0.0159531, 0.016076, 0.4612, -0.2934, 6.48309, 3.18579, 99.5491, -0.0117085, 0.122977, 0.163868, 0.16373, 0.164134
706, 6.48309, 3.18579, 99.5491, -0.0117085, 0.122977, 0.163868, 0.16373, 0.164134, -0.4084, 0.08, 6.47542, 3.25133, 103.504, -0.0213031, 0.147451, 0.0784573, 0.0789654, 0.0786122
707, 6.47542, 3.25133, 103.504, -0.0213031, 0.147451, 0.0784573, 0.0789654, 0.0786122, -0.433, 0.3919, 6.46316, 3.32671, 103.171, -0.027179, 0.153066, -0.105799, -0.105591, -0.105843
708, 6.46316, 3.32671, 103.171, -0.027179, 0.153066, -0.105799, -0.105591, -0.105843, 0.3382, 0.4905, 6.45179, 3.39037, 99.1985, -0.0153955, 0.0864052, -0.15026, -0.150263, -0.150287
709, 6.45179, 3.39037, 99.1985, -0.0153955, 0.0864052, -0.15026, -0.150263, -0.150287, 0.2125, -0.3616, 6.44477, 3.43092, 96.4168, -0.0141164, 0.087618, -0.0264366, -0.0264047, -0.0265836
710, 6.44477, 3.43092, 96.4168, -0.0141164, 0.087618, -0.0264366, -0.0264047, -0.0265836, 0.4281, -0.3359, 6.43828, 3.47266, 98.0634, -0.0123052, 0.0818295, 0.141592, 0.141473, 0.141764
711, 6.43828, 3.47266, 98.0634, -0.0123052, 0.0818295, 0.141592, 0.141473, 0.141764, 0.0552, -0.0583, 6.43216, 3.51252, 102.82, -0.0122116, 0.0767404, 0.17033, 0.170344, 0.170454
712, 6.43216, 3.51252, 102.82, -0.0122116, 0.0767404, 0.17033, 0.170344, 0.170454, -0.1955, -0.0974, 6.42387, 3.55703, 107.17, -0.0214968, 0.101002, 0.128373, 0.128592, 0.128618
713, 6.42387, 3.55703, 107.17, -0.0214968, 0.101002, 0.128373, 0.128592, 0.128618, 0.0327, 0.3265, 6.41355, 3.60355, 109.753, -0.0178194, 0.0794728, 0.0487763, 0.048817, 0.0486506
714, 6.41355, 3.60355, 109.753, -0.0178194, 0.0794728, 0.0487763, 0.048817, 0.0486506, 0.1654, 0.4052, 6.40845, 3.63044, 110.175, -0.00205783, 0.0272875, -0.0156653, -0.0157112, -0.0158319
715, 6.40845, 3.63044, 110.175, -0.00205783, 0.0272875, -0.0156653, -0.0157112, -0.0158319, 0.3602, -0.4311, 6.40791, 3.64102, 111.317, -0.00227493, 0.0212834, 0.121369, 0.12125, 0.12154
716, 6.40791, 3.64102, 111.317, -0.00227493, 0.0212834, 0.121369, 0.12125, 0.12154, -0.2858, 0.2131, 6.40555, 3.65338, 114.172, -0.007086, 0.0278397, 0.0426515, 0.0427549, 0.0426026
717, 6.40555, 3.65338, 114.172, -0.007086, 0.0278397, 0.0426515, 0.0427549, 0.0426026, -0.1443, -0.4534, 6.39728, 3.67665, 115.478, -0.0295123, 0.0725599, 0.0711663, 0.0712747, 0.0714595
718, 6.39728, 3.67665, 115.478, -0.0295123, 0.0725599, 0.0711663, 0.0712747, 0.0714595, 0.2991, -0.0011, 6.38247, 3.71212, 118.339, -0.0243441, 0.0586366, 0.126647, 0.126555, 0.126737
719, 6.38247, 3.71212, 118.339, -0.0243441, 0.0586366, 0.126647, 0.126555, 0.126737, -0.2067, 0.0876, 6.36944, 3.74166, 121.292, -0.0294229, 0.0622921, 0.0639885, 0.0641521, 0.064022
720, 6.36944, 3.74166, 121.292, -0.0294229, 0.0622921, 0.0639885, 0.0641521, 0.064022, 0.0932, -0.1348, 6.35351, 3.77359, 123.179, -0.0349494, 0.0664018, 0.0824836, 0.0824681, 0.0826576
721, 6.35351, 3.77359, 123.179, -0.0349494, 0.0664018, 0.0824836, 0.0824681, 0.0826576, -0.3244, 0.2481, 6.33494, 3.80729, 124.264, -0.0400003, 0.0694397, -0.0266592, -0.0264826, -0.0266994
722, 6.33494, 3.80729, 124.264, -0.0400003, 0.0694397, -0.0266592, -0.0264826, -0.0266994, 0.123, 0.401, 6.3189, 3.83528, 122.341, -0.0184851, 0.0339375, -0.0967875, -0.0967796, -0.0968811
723, 6.3189, 3.83528, 122.341, -0.0184851, 0.0339375, -0.0967875, -0.0967796, -0.0968811, -0.3935, -0.2151, 6.30605, 3.85804, 119.112, -0.0401301, 0.0702618, -0.124673, -0.124835, -0.124744
724, 6.30605, 3.85804, 119.112, -0.0401301, 0.0702618, -0.124673, -0.124835, -0.124744, 0.1923, -0.4063, 6.28281, 3.8995, 117.031, -0.0517544, 0.094261, -0.00166862, -0.00166856, -0.00172145
725, 6.28281, 3.8995, 117.031, -0.0517544, 0.094261, -0.00166862, -0.00166856, -0.00172145, -0.024, 0.1975, 6.25757, 3.94593, 117.104, -0.0455148, 0.0841064, -0.0168173, -0.0168132, -0.0168171
726, 6.25757, 3.94593, 117.104, -0.0455148, 0.0841064, -0.0168173, -0.0168132, -0.0168171, -0.1788, -0.1278, 6.23271, 3.99259, 116.323, -0.0558472, 0.106575, -0.0323677, -0.0324153, -0.0324044
727, 6.23271, 3.99259, 116.323, -0.0558472, 0.106575, -0.0323677, -0.0324153, -0.0324044, -0.4091, 0.2951, 6.20357, 4.04908, 113.817, -0.0610247, 0.120849, -0.157651, -0.158232, -0.157515
728, 6.20357, 4.04908, 113.817, -0.0610247, 0.120849, -0.157651, -0.158232, -0.157515, 0.4581, 0.0204, 6.17673, 4.10262, 109.964, -0.0433631, 0.0854534, -0.0803372, -0.0801581, -0.0804686
729, 6.17673, 4.10262, 109.964, -0.0433631, 0.0854534, -0.0803372, -0.0801581, -0.0804686, -0.4908, -0.204, 6.15302, 4.15439, 107.661, -0.055211, 0.133449, -0.100903, -0.101657, -0.101276
730, 6.15302, 4.15439, 107.661, -0.055211, 0.133449, -0.100903, -0.101657, -0.101276, 0.1576, -0.0331, 6.12565, 4.22416, 105.164, -0.0517554, 0.137746, -0.0607706, -0.0608842, -0.060997
731, 6.12565, 4.22416, 105.164, -0.0517554, 0.137746, -0.0607706, -0.0608842, -0.060997, 0.1386, 0.4408, 6.10368, 4.28274, 103.084, -0.034838, 0.0902697, -0.0976836, -0.0977597, -0.0974663
732, 6.10368, 4.28274, 103.084, -0.034838, 0.0902697, -0.0976836, -0.0977597, -0.0974663, 0.22, -0.2104, 6.08832, 4.32402, 101.2, -0.0280981, 0.0810679, -0.0150498, -0.0149945, -0.0152966
733, 6.08832, 4.32402, 101.2, -0.0280981, 0.0810679, -0.0150498, -0.0149945, -0.0152966, -0.1057, 0.4913, 6.07655, 4.35783, 99.8916, -0.0186084, 0.0507698, -0.103562, -0.103724, -0.103273
734, 6.07655, 4.35783, 99.8916, -0.0186084, 0.0507698, -0.103562, -0.103724, -0.103273, -0.2256, -0.0477, 6.06791, 4.38481, 96.1628, -0.0170598, 0.0656601, -0.143273, -0.143605, -0.143338
735, 6.06791, 4.38481, 96.1628, -0.0170598, 0.0656601, -0.143273, -0.143605, -0.143338, -0.1225, 0.2102, 6.06022, 4.41835, 91.4722, -0.0132738, 0.0631886, -0.187222, -0.187497, -0.187081
736, 6.06022, 4.41835, 91.4722, -0.0132738, 0.0631886, -0.187222, -0.187497, -0.187081, 0.265, -0.3667, 6.05466, 4.45145, 87.673, -0.00885392, 0.0707887, -0.053955, -0.0538528, -0.0543392
737, 6.05466, 4.45145, 87.673, -0.00885392, 0.0707887, -0.053955, -0.0538528, -0.0543392, -0.2703, -0.1575, 6.05157, 4.49454, 86.661, -0.00327769, 0.107376, -0.0390051, -0.0393401, -0.0392304
738, 6.05157, 4.49454, 86.661, -0.00327769, 0.107376, -0.0390051, -0.0393401, -0.0392304, 0.3037, 0.1632, 6.05041, 4.5433, 85.8494, -0.0023494, 0.075695, -0.0112332, -0.0111596, -0.0112325
739, 6.05041, 4.5433, 85.8494, -0.0023494, 0.075695, -0.0112332, -0.0111596, -0.0112325, -0.194, 0.4476, 6.04934, 4.57407, 84.2388, -0.00204874, 0.0479325, -0.120639, -0.12075, -0.120497
740, 6.04934, 4.57407, 84.2388, -0.00204874, 0.0479325, -0.120639, -0.12075, -0.120497, -0.1814, 0.3786, 6.04823, 4.59238, 79.1448, -0.00219496, 0.0282491, -0.229161, -0.229335, -0.228908
741, 6.04823, 4.59238, 79.1448, -0.00219496, 0.0282491, -0.229161, -0.229335, -0.228908, -0.3325, -0.3671, 6.05009, 4.61553, 72.6496, 0.01381, 0.0771628, -0.207445, -0.207898, -0.207749
742, 6.05009, 4.61553, 72.6496, 0.01381, 0.0771628, -0.207445, -0.207898, -0.207749, 0.2233, 0.071, 6.05803, 4.65442, 67.6092, 0.012681, 0.0637441, -0.142958, -0.142971, -0.142973
743, 6.05803, 4.65442, 67.6092, 0.012681, 0.0637441, -0.142958, -0.142971, -0.142973, -0.3556, 0.1467, 6.06651, 4.68831, 62.8875, 0.0232201, 0.0753509, -0.203966, -0.204523, -0.203827
744, 6.06651, 4.68831, 62.8875, 0.0232201, 0.0753509, -0.203966, -0.204523, -0.203827, 0.031, -0.0101, 6.07941, 4.72569, 57.1316, 0.0292226, 0.0751852, -0.18269, -0.182894, -0.182716
745, 6.07941, 4.72569, 57.1316, 0.0292226, 0.0751852, -0.18269, -0.182894, -0.182716, -0.1039, -0.3001, 6.09861, 4.76726, 52.8455, 0.0512112, 0.0957491, -0.114139, -0.114538, -0.114623
746, 6.09861, 4.76726, 52.8455, 0.0512112, 0.0957491, -0.114139, -0.114538, -0.114623, -0.1704, -0.1355, 6.13109, 4.82146, 49.9881, 0.075843, 0.117036, -0.0928158, -0.0933537, -0.0932095
747, 6.13109, 4.82146, 49.9881, 0.075843, 0.117036, -0.0928158, -0.0933537, -0.0932095, 0.3806, 0.4562, 6.16294, 4.87076, 47.3554, 0.0408566, 0.0686011, -0.0922343, -0.0920386, -0.0918638
748, 6.16294, 4.87076, 47.3554, 0.0408566, 0.0686011, -0.0922343, -0.0920386, -0.0918638, 0.2159, -0.0285, 6.17738, 4.8967, 45.4243, 0.024646, 0.0437982, -0.0350645, -0.0349325, -0.0351081
749, 6.17738, 4.8967, 45.4243, 0.024646, 0.0437982, -0.0350645, -0.0349325, -0.0351081, -0.2429, -0.3491, 6.19555, 4.92296, 45.0044, 0.056693, 0.0702291, 0.000529782, 0.00030022, 0.000237807
750, 6.19555, 4.92296, 45.0044, 0.056693, 0.0702291, 0.000529782, 0.00030022, 0.000237807, -0.1791, 0.0229, 6.22996, 4.96306, 44.67, 0.0740132, 0.0834356, -0.0319199, -0.0321036, -0.032006
751, 6.22996, 4.96306, 44.67, 0.0740132, 0.0834356, -0.0319199, -0.0321036, -0.032006, -0.4987, -0.4932, 6.28136, 5.01792, 43.6138, 0.138353, 0.142198, -0.0359246, -0.0363913, -0.036366
752, 6.28136, 5.01792, 43.6138, 0.138353, 0.142198, -0.0359246, -0.0363913, -0.036366, -0.1863, -0.1437, 6.35986, 5.09686, 42.5712, 0.172861, 0.17067, -0.0378755, -0.038301, -0.0382441
753, 6.35986, 5.09686, 42.5712, 0.172861, 0.17067, -0.0378755, -0.038301, -0.0382441, 0.446, 0.0408, 6.4425, 5.17771, 42.4609, 0.148228, 0.144271, 0.0408015, 0.0408288, 0.0405748
754, 6.4425, 5.17771, 42.4609, 0.148228, 0.144271, 0.0408015, 0.0408288, 0.0405748, 0.1968, 0.3171, 6.50882, 5.24207, 43.6736, 0.114129, 0.110636, 0.0288269, 0.0288218, 0.0288288
755, 6.50882, 5.24207, 43.6736, 0.114129, 0.110636, 0.0288269, 0.0288218, 0.0288288, 0.056, -0.0509, 6.56258, 5.29415, 44.5483, 0.108545, 0.105267, 0.038518, 0.0385471, 0.0385791
756, 6.56258, 5.29415, 44.5483, 0.108545, 0.105267, 0.038518, 0.0385471, 0.0385791, 0.4756, 0.1577, 6.60801, 5.33818, 46.3894, 0.0690349, 0.0664243, 0.0944469, 0.0943418, 0.0944803
757, 6.60801, 5.33818, 46.3894, 0.0690349, 0.0664243, 0.0944469, 0.0943418, 0.0944803, 0.2929, 0.3071, 6.63277, 5.36146, 49.1562, 0.0270833, 0.0228471, 0.0891018, 0.0890175, 0.0890458
758, 6.63277, 5.36146, 49.1562, 0.0270833, 0.0228471, 0.0891018, 0.0890175, 0.0890458, -0.0382, 0.1542, 6.64211, 5.36864, 51.033, 0.0149775, 0.0112782, 0.0382866, 0.0382863, 0.0382302
759, 6.64211, 5.36864, 51.033, 0.0149775, 0.0112782, 0.0382866, 0.0382863, 0.0382302, -0.3264, 0.2986, 6.64797, 5.37284, 50.4084, 0.0128667, 0.0108717, -0.0904466, -0.0904829, -0.0904158
760, 6.64797, 5.37284, 50.4084, 0.0128667, 0.0108717, -0.0904466, -0.0904829, -0.0904158, 0.4651, -0.0489, 6.64965, 5.37307, 48.5656, -0.0118415, -0.0164007, -0.00739336, -0.00734311, -0.00740172
761, 6.64965, 5.37307, 48.5656, -0.0118415, -0.0164007, -0.00739336, -0.00734311, -0.00740172, -0.4938, -0.4003, 6.6526, 5.37517, 48.6894, 0.0327034, 0.0350856, -0.00186692, -0.00185949, -0.00186076
762, 6.6526, 5.37517, 48.6894, 0.0327034, 0.0350856, -0.00186692, -0.00185949, -0.00186076, 0.4256, 0.1622, 6.6663, 5.38985, 49.1474, 0.0120653, 0.0121013, 0.0427853, 0.0427197, 0.0427679
763, 6.6663, 5.38985, 49.1474, 0.0120653, 0.0121013, 0.0427853, 0.0427197, 0.0427679, 0.4105, -0.308, 6.66799, 5.39098, 52.176, -0.00135315, -0.00326257, 0.177697, 0.177615, 0.177765
